  no   depth[km]   vp[km/s]   vs[km/s]   ro[g/cm^3]   qp   qs
453   4157.28    9.6758    0.0000   11.4609  57822.00      0.00
454   4167.28    9.6843    0.0000   11.4696  57822.00      0.00
455   4177.28    9.6928    0.0000   11.4784  57822.00      0.00
456   4187.28    9.7012    0.0000   11.4871  57822.00      0.00
457   4197.28    9.7097    0.0000   11.4959  57822.00      0.00
458   4197.61    9.7100    0.0000   11.4962  57822.00      0.00
459   4207.61    9.7182    0.0000   11.5047  57822.00      0.00
460   4217.61    9.7264    0.0000   11.5132  57822.00      0.00
461   4227.61    9.7346    0.0000   11.5218  57822.00      0.00
462   4237.61    9.7428    0.0000   11.5303  57822.00      0.00
463   4247.61    9.7510    0.0000   11.5388  57822.00      0.00
464   4247.94    9.7513    0.0000   11.5391  57822.00      0.00
465   4257.94    9.7593    0.0000   11.5474  57822.00      0.00
466   4267.94    9.7672    0.0000   11.5557  57822.00      0.00
467   4277.94    9.7752    0.0000   11.5640  57822.00      0.00
468   4287.94    9.7832    0.0000   11.5723  57822.00      0.00
469   4297.94    9.7911    0.0000   11.5806  57822.00      0.00
470   4298.27    9.7914    0.0000   11.5809  57822.00      0.00
471   4308.27    9.7991    0.0000   11.5890  57822.00      0.00
472   4318.27    9.8069    0.0000   11.5971  57822.00      0.00
473   4328.27    9.8146    0.0000   11.6052  57822.00      0.00
474   4338.27    9.8224    0.0000   11.6132  57822.00      0.00
475   4348.27    9.8301    0.0000   11.6213  57822.00      0.00
476   4348.60    9.8304    0.0000   11.6216  57822.00      0.00
477   4358.60    9.8379    0.0000   11.6295  57822.00      0.00
478   4368.60    9.8454    0.0000   11.6373  57822.00      0.00
479   4378.60    9.8529    0.0000   11.6452  57822.00      0.00
480   4388.60    9.8604    0.0000   11.6531  57822.00      0.00
481   4398.60    9.8680    0.0000   11.6609  57822.00      0.00
482   4398.93    9.8682    0.0000   11.6612  57822.00      0.00
483   4408.93    9.8755    0.0000   11.6689  57822.00      0.00
484   4418.93    9.8829    0.0000   11.6765  57822.00      0.00
485   4428.93    9.8902    0.0000   11.6842  57822.00      0.00
486   4438.93    9.8975    0.0000   11.6919  57822.00      0.00
487   4448.93    9.9049    0.0000   11.6995  57822.00      0.00
488   4449.26    9.9051    0.0000   11.6998  57822.00      0.00
489   4459.26    9.9122    0.0000   11.7072  57822.00      0.00
490   4469.26    9.9194    0.0000   11.7147  57822.00      0.00
491   4479.26    9.9265    0.0000   11.7221  57822.00      0.00
492   4489.26    9.9336    0.0000   11.7296  57822.00      0.00
493   4499.26    9.9408    0.0000   11.7370  57822.00      0.00
494   4499.60    9.9410    0.0000   11.7373  57822.00      0.00
495   4509.60    9.9480    0.0000   11.7445  57822.00      0.00
496   4519.60    9.9549    0.0000   11.7518  57822.00      0.00
497   4529.60    9.9619    0.0000   11.7590  57822.00      0.00
498   4539.60    9.9689    0.0000   11.7662  57822.00      0.00
499   4549.60    9.9759    0.0000   11.7735  57822.00      0.00
500   4549.93    9.9761    0.0000   11.7737  57822.00      0.00
501   4559.93    9.9829    0.0000   11.7808  57822.00      0.00
502   4569.93    9.9897    0.0000   11.7878  57822.00      0.00
503   4579.93    9.9965    0.0000   11.7949  57822.00      0.00
504   4589.93   10.0033    0.0000   11.8019  57822.00      0.00
505   4599.93   10.0101    0.0000   11.8090  57822.00      0.00
506   4600.26   10.0103    0.0000   11.8092  57822.00      0.00
507   4610.26   10.0170    0.0000   11.8161  57822.00      0.00
508   4620.26   10.0237    0.0000   11.8229  57822.00      0.00
509   4630.26   10.0303    0.0000   11.8298  57822.00      0.00
510   4640.26   10.0370    0.0000   11.8366  57822.00      0.00
511   4650.26   10.0437    0.0000   11.8435  57822.00      0.00
512   4650.59   10.0439    0.0000   11.8437  57822.00      0.00
513   4660.59   10.0504    0.0000   11.8504  57822.00      0.00
514   4670.59   10.0570    0.0000   11.8570  57822.00      0.00
515   4680.59   10.0635    0.0000   11.8637  57822.00      0.00
516   4690.59   10.0700    0.0000   11.8703  57822.00      0.00
517   4700.59   10.0766    0.0000   11.8770  57822.00      0.00
518   4700.92   10.0768    0.0000   11.8772  57822.00      0.00
519   4710.92   10.0832    0.0000   11.8836  57822.00      0.00
520   4720.92   10.0897    0.0000   11.8900  57822.00      0.00
521   4730.92   10.0961    0.0000   11.8963  57822.00      0.00
522   4740.92   10.1025    0.0000   11.9027  57822.00      0.00
523   4750.92   10.1089    0.0000   11.9091  57822.00      0.00
524   4760.92   10.1154    0.0000   11.9155  57822.00      0.00
525   4770.92   10.1218    0.0000   11.9218  57822.00      0.00
526   4780.92   10.1282    0.0000   11.9282  57822.00      0.00
527   4790.92   10.1346    0.0000   11.9346  57822.00      0.00
528   4800.92   10.1411    0.0000   11.9410  57822.00      0.00
529   4801.58   10.1415    0.0000   11.9414  57822.00      0.00
530   4811.58   10.1479    0.0000   11.9475  57822.00      0.00
531   4821.58   10.1544    0.0000   11.9536  57822.00      0.00
532   4831.58   10.1608    0.0000   11.9598  57822.00      0.00
533   4841.58   10.1673    0.0000   11.9659  57822.00      0.00
534   4851.58   10.1737    0.0000   11.9720  57822.00      0.00
535   4851.91   10.1739    0.0000   11.9722  57822.00      0.00
536   4861.91   10.1801    0.0000   11.9777  57822.00      0.00
537   4871.91   10.1862    0.0000   11.9833  57822.00      0.00
538   4881.91   10.1924    0.0000   11.9888  57822.00      0.00
539   4891.91   10.1985    0.0000   11.9944  57822.00      0.00
540   4901.91   10.2047    0.0000   11.9999  57822.00      0.00
541   4902.24   10.2049    0.0000   12.0001  57822.00      0.00
542   4912.24   10.2105    0.0000   12.0063  57822.00      0.00
543   4922.24   10.2160    0.0000   12.0124  57822.00      0.00
544   4932.24   10.2216    0.0000   12.0186  57822.00      0.00
545   4942.24   10.2271    0.0000   12.0247  57822.00      0.00
546   4952.24   10.2327    0.0000   12.0309  57822.00      0.00
547   4952.58   10.2329    0.0000   12.0311  57822.00      0.00
548   4962.58   10.2376    0.0000   12.0367  57822.00      0.00
549   4972.58   10.2423    0.0000   12.0423  57822.00      0.00
550   4982.58   10.2470    0.0000   12.0479  57822.00      0.00
551   4992.58   10.2517    0.0000   12.0535  57822.00      0.00
552   5002.58   10.2563    0.0000   12.0591  57822.00      0.00
553   5002.91   10.2565    0.0000   12.0593  57822.00      0.00
554   5012.91   10.2601    0.0000   12.0647  57822.00      0.00
555   5022.91   10.2637    0.0000   12.0702  57822.00      0.00
556   5032.91   10.2672    0.0000   12.0756  57822.00      0.00
557   5042.91   10.2708    0.0000   12.0811  57822.00      0.00
558   5052.91   10.2744    0.0000   12.0865  57822.00      0.00
559   5053.24   10.2745    0.0000   12.0867  57822.00      0.00
560   5063.24   10.2767    0.0000   12.0920  57822.00      0.00
561   5073.24   10.2788    0.0000   12.0973  57822.00      0.00
562   5083.24   10.2810    0.0000   12.1026  57822.00      0.00
563   5093.24   10.2832    0.0000   12.1078  57822.00      0.00
564   5103.24   10.2853    0.0000   12.1131  57822.00      0.00
565   5103.57   10.2854    0.0000   12.1133  57822.00      0.00
566   5113.57   10.2861    0.0000   12.1185  57822.00      0.00
567   5123.57   10.2868    0.0000   12.1236  57822.00      0.00
568   5133.57   10.2876    0.0000   12.1288  57822.00      0.00
569   5143.57   10.2883    0.0000   12.1340  57822.00      0.00
570   5153.50   10.2890    0.0000   12.1391  57822.00      0.00
571   5153.50   11.0427    3.5043   12.7037    633.26     85.03
572   5163.50   11.0458    3.5071   12.7086    632.60     85.03
573   5173.50   11.0489    3.5099   12.7136    631.94     85.03
574   5183.50   11.0520    3.5128   12.7185    631.28     85.03
575   5193.50   11.0551    3.5156   12.7234    630.62     85.03
576   5203.50   11.0582    3.5184   12.7284    629.96     85.03
577   5204.61   11.0585    3.5187   12.7289    629.89     85.03
578   5214.61   11.0611    3.5212   12.7337    629.29     85.03
579   5224.61   11.0637    3.5237   12.7384    628.70     85.03
580   5234.61   11.0664    3.5262   12.7432    628.10     85.03
581   5244.61   11.0690    3.5287   12.7479    627.51     85.03
582   5254.61   11.0716    3.5312   12.7527    626.91     85.03
583   5255.32   11.0718    3.5314   12.7530    626.87     85.03
584   5265.32   11.0744    3.5338   12.7575    626.32     85.03
585   5275.32   11.0770    3.5362   12.7621    625.77     85.03
586   5285.32   11.0796    3.5386   12.7666    625.22     85.03
587   5295.32   11.0822    3.5409   12.7711    624.67     85.03
588   5305.32   11.0848    3.5433   12.7757    624.12     85.03
589   5306.04   11.0850    3.5435   12.7760    624.08     85.03
590   5316.04   11.0876    3.5458   12.7803    623.57     85.03
591   5326.04   11.0902    3.5481   12.7847    623.06     85.03
592   5336.04   11.0929    3.5504   12.7890    622.55     85.03
593   5346.04   11.0955    3.5527   12.7934    622.04     85.03
594   5356.04   11.0981    3.5549   12.7977    621.54     85.03
595   5356.75   11.0983    3.5551   12.7980    621.50     85.03
596   5366.75   11.1019    3.5573   12.8021    621.15     85.03
597   5376.75   11.1055    3.5594   12.8062    620.79     85.03
598   5386.75   11.1091    3.5616   12.8103    620.44     85.03
599   5396.75   11.1127    3.5638   12.8144    620.09     85.03
600   5406.75   11.1163    3.5659   12.8185    619.74     85.03
601   5407.46   11.1166    3.5661   12.8188    619.71     85.03
602   5417.46   11.1196    3.5682   12.8227    619.33     85.03
603   5427.46   11.1225    3.5702   12.8266    618.95     85.03
604   5437.46   11.1255    3.5723   12.8306    618.57     85.03
605   5447.46   11.1284    3.5743   12.8345    618.19     85.03
606   5457.46   11.1314    3.5764   12.8384    617.81     85.03
607   5458.17   11.1316    3.5765   12.8387    617.78     85.03
608   5468.17   11.1344    3.5785   12.8424    617.42     85.03
609   5478.17   11.1372    3.5804   12.8461    617.05     85.03
610   5488.17   11.1399    3.5824   12.8498    616.69     85.03
611   5498.17   11.1427    3.5843   12.8534    616.32     85.03
612   5508.17   11.1455    3.5863   12.8571    615.96     85.03
613   5508.89   11.1457    3.5864   12.8574    615.93     85.03
614   5518.89   11.1483    3.5882   12.8609    615.59     85.03
615   5528.89   11.1509    3.5901   12.8644    615.25     85.03
616   5538.89   11.1536    3.5919   12.8679    614.91     85.03
617   5548.89   11.1562    3.5937   12.8714    614.57     85.03
618   5558.89   11.1588    3.5956   12.8749    614.23     85.03
619   5559.60   11.1590    3.5957   12.8751    614.21     85.03
620   5569.60   11.1615    3.5974   12.8784    613.90     85.03
621   5579.60   11.1639    3.5991   12.8816    613.58     85.03
622   5589.60   11.1664    3.6008   12.8849    613.27     85.03
623   5599.60   11.1689    3.6026   12.8882    612.96     85.03
624   5609.60   11.1713    3.6043   12.8915    612.64     85.03
625   5610.31   11.1715    3.6044   12.8917    612.62     85.03
626   5620.31   11.1738    3.6061   12.8947    612.34     85.03
627   5630.31   11.1760    3.6078   12.8977    612.05     85.03
628   5640.31   11.1783    3.6095   12.9008    611.77     85.03
629   5650.31   11.1806    3.6112   12.9038    611.48     85.03
630   5660.31   11.1828    3.6129   12.9068    611.20     85.03
631   5661.00   11.1830    3.6130   12.9070    611.18     85.03
632   5671.00   11.1852    3.6144   12.9099    610.90     85.03
633   5681.00   11.1874    3.6158   12.9128    610.61     85.03
634   5691.00   11.1896    3.6173   12.9157    610.33     85.03
635   5701.00   11.1918    3.6187   12.9186    610.04     85.03
636   5711.00   11.1939    3.6201   12.9215    609.76     85.03
637   5711.74   11.1941    3.6202   12.9217    609.74     85.03
638   5721.74   11.1960    3.6215   12.9242    609.50     85.03
639   5731.74   11.1979    3.6229   12.9268    609.26     85.03
640   5741.74   11.1998    3.6242   12.9293    609.02     85.03
641   5751.74   11.2017    3.6255   12.9318    608.78     85.03
642   5761.74   11.2036    3.6269   12.9344    608.54     85.03
643   5771.74   11.2055    3.6282   12.9369    608.30     85.03
644   5781.74   11.2074    3.6295   12.9394    608.06     85.03
645   5791.74   11.2093    3.6308   12.9420    607.82     85.03
646   5801.74   11.2112    3.6322   12.9445    607.58     85.03
647   5811.74   11.2131    3.6335   12.9470    607.34     85.03
648   5813.16   11.2134    3.6337   12.9474    607.31     85.03
649   5823.16   11.2151    3.6349   12.9496    607.10     85.03
650   5833.16   11.2168    3.6360   12.9518    606.90     85.03
651   5843.16   11.2184    3.6372   12.9540    606.69     85.03
652   5853.16   11.2201    3.6384   12.9562    606.48     85.03
653   5863.16   11.2218    3.6395   12.9584    606.27     85.03
654   5863.87   11.2219    3.6396   12.9586    606.26     85.03
655   5873.87   11.2234    3.6407   12.9606    606.07     85.03
656   5883.87   11.2249    3.6417   12.9626    605.87     85.03
657   5893.87   11.2264    3.6428   12.9646    605.68     85.03
658   5903.87   11.2279    3.6439   12.9666    605.49     85.03
659   5913.87   11.2294    3.6449   12.9687    605.29     85.03
660   5914.59   11.2295    3.6450   12.9688    605.28     85.03
661   5924.59   11.2309    3.6459   12.9706    605.11     85.03
662   5934.59   11.2322    3.6469   12.9724    604.95     85.03
663   5944.59   11.2336    3.6478   12.9742    604.78     85.03
664   5954.59   11.2349    3.6488   12.9760    604.62     85.03
665   5964.59   11.2363    3.6497   12.9778    604.45     85.03
666   5965.30   11.2364    3.6498   12.9779    604.44     85.03
667   5975.30   11.2376    3.6506   12.9795    604.29     85.03
668   5985.30   11.2388    3.6515   12.9811    604.14     85.03
669   5995.30   11.2399    3.6523   12.9826    604.00     85.03
670   6005.30   11.2411    3.6531   12.9842    603.85     85.03
671   6015.30   11.2423    3.6539   12.9858    603.70     85.03
672   6016.01   11.2424    3.6540   12.9859    603.69     85.03
673   6026.01   11.2434    3.6547   12.9873    603.56     85.03
674   6036.01   11.2445    3.6555   12.9887    603.43     85.03
675   6046.01   11.2455    3.6562   12.9900    603.31     85.03
676   6056.01   11.2466    3.6569   12.9914    603.18     85.03
677   6066.01   11.2476    3.6576   12.9928    603.05     85.03
678   6066.72   11.2477    3.6577   12.9929    603.04     85.03
679   6076.72   11.2486    3.6583   12.9941    602.93     85.03
680   6086.72   11.2494    3.6589   12.9952    602.82     85.03
681   6096.72   11.2503    3.6595   12.9964    602.71     85.03
682   6106.72   11.2512    3.6601   12.9976    602.61     85.03
683   6116.72   11.2520    3.6608   12.9987    602.50     85.03
684   6117.44   11.2521    3.6608   12.9988    602.49     85.03
685   6127.44   11.2528    3.6613   12.9997    602.40     85.03
686   6137.44   11.2535    3.6618   13.0007    602.32     85.03
687   6147.44   11.2542    3.6623   13.0016    602.23     85.03
688   6157.44   11.2549    3.6628   13.0026    602.14     85.03
689   6167.44   11.2556    3.6633   13.0035    602.06     85.03
690   6168.15   11.2557    3.6633   13.0036    602.05     85.03
691   6178.15   11.2563    3.6637   13.0043    601.98     85.03
692   6188.15   11.2568    3.6641   13.0051    601.91     85.03
693   6198.15   11.2574    3.6645   13.0058    601.84     85.03
694   6208.15   11.2580    3.6649   13.0066    601.77     85.03
695   6218.15   11.2586    3.6653   13.0073    601.70     85.03
696   6218.86   11.2586    3.6653   13.0074    601.70     85.03
697   6228.86   11.2590    3.6656   13.0079    601.65     85.03
698   6238.86   11.2594    3.6659   13.0084    601.61     85.03
699   6248.86   11.2598    3.6661   13.0089    601.56     85.03
700   6258.86   11.2602    3.6664   13.0095    601.51     85.03
701   6268.86   11.2606    3.6667   13.0100    601.46     85.03
702   6269.57   11.2606    3.6667   13.0100    601.46     85.03
703   6279.57   11.2608    3.6669   13.0103    601.43     85.03
704   6289.57   11.2611    3.6670   13.0107    601.40     85.03
705   6299.57   11.2613    3.6672   13.0110    601.38     85.03
706   6309.57   11.2615    3.6673   13.0113    601.35     85.03
707   6319.57   11.2618    3.6675   13.0117    601.32     85.03
708   6320.29   11.2618    3.6675   13.0117    601.32     85.03
709   6330.29   11.2619    3.6676   13.0118    601.31     85.03
710   6340.29   11.2620    3.6676   13.0119    601.30     85.03
711   6350.29   11.2620    3.6677   13.0120    601.29     85.03
712   6360.29   11.2621    3.6677   13.0121    601.28     85.03
713   6370.29   11.2622    3.6678   13.0122    601.27     85.03
714   6371.00   11.2622    3.6678   13.0122    601.27     85.03
